moord     
 moord    
  moord   
   moord  
    moord 
     moord
heeft     
 heeft    
  heeft   
   heeft  
    heeft 
     heeft
lak       
 lak      
  lak     
   lak    
    lak   
     lak  
      lak 
       lak
aan       
 aan      
  aan     
   aan    
    aan   
     aan  
      aan 
       aan
tradities 
 tradities
het       
 het      
  het     
   het    
    het   
     het  
      het 
       het
gaat      
 gaat     
  gaat    
   gaat   
    gaat  
     gaat 
      gaat
voorbij   
 voorbij  
  voorbij 
   voorbij
gevoelens 
 gevoelens
kent      
 kent     
  kent    
   kent   
    kent  
     kent 
      kent
geen      
 geen     
  geen    
   geen   
    geen  
     geen 
      geen
vakantie  
 vakantie 
  vakantie
omdat     
 omdat    
  omdat   
   omdat  
    omdat 
     omdat
haar      
 haar     
  haar    
   haar   
    haar  
     haar 
      haar
zaak      
 zaak     
  zaak    
   zaak   
    zaak  
     zaak 
      zaak
was       
 was      
  was     
   was    
    was   
     was  
      was 
       was
stond     
 stond    
  stond   
   stond  
    stond 
     stond
inspecteur
eve       
 eve      
  eve     
   eve    
    eve   
     eve  
      eve 
       eve
dallas    
 dallas   
  dallas  
   dallas 
    dallas
op        
 op       
  op      
   op     
    op    
     op   
      op  
       op 
        op
kerstnacht
in        
 in       
  in      
   in     
    in    
     in   
      in  
       in 
        in
de        
 de       
  de      
   de     
    de    
     de   
      de  
       de 
        de
vrieskou  
 vrieskou 
  vrieskou
seal      
 seal     
  seal    
   seal   
    seal  
     seal 
      seal
it        
 it       
  it      
   it     
    it    
     it   
      it  
       it 
        it
te        
 te       
  te      
   te     
    te    
     te   
      te  
       te 
        te
spuiten   
 spuiten  
  spuiten 
   spuiten
die       
 die      
  die     
   die    
    die   
     die  
      die 
       die
man       
 man      
  man     
   man    
    man   
     man  
      man 
       man
enkele    
 enkele   
  enkele  
   enkele 
    enkele
uren      
 uren     
  uren    
   uren   
    uren  
     uren 
      uren
daarvoor  
 daarvoor 
  daarvoor
had       
 had      
  had     
   had    
    had   
     had  
      had 
       had
gegeven   
 gegeven  
  gegeven 
   gegeven
minder    
 minder   
  minder  
   minder 
    minder
dan       
 dan      
  dan     
   dan    
    dan   
     dan  
      dan 
       dan
een       
 een      
  een     
   een    
    een   
     een  
      een 
       een
uur       
 uur      
  uur     
   uur    
    uur   
     uur  
      uur 
       uur
geleden   
 geleden  
  geleden 
   geleden
gekomen   
 gekomen  
  gekomen 
   gekomen
nog       
 nog      
  nog     
   nog    
    nog   
     nog  
      nog 
       nog
zes       
 zes      
  zes     
   zes    
    zes   
     zes  
      zes 
       zes
nadat     
 nadat    
  nadat   
   nadat  
    nadat 
     nadat
ze        
 ze       
  ze      
   ze     
    ze    
     ze   
      ze  
       ze 
        ze
afgerond  
 afgerond 
  afgerond
uitgeput  
 uitgeput 
  uitgeput
en        
 en       
  en      
   en     
    en    
     en   
      en  
       en 
        en
waarvan   
 waarvan  
  waarvan 
   waarvan
lichaam   
 lichaam  
  lichaam 
   lichaam
voelde    
 voelde   
  voelde  
   voelde 
    voelde
eerste    
 eerste   
  eerste  
   eerste 
    eerste
kerst     
 kerst    
  kerst   
   kerst  
    kerst 
     kerst
met       
 met      
  met     
   met    
    met   
     met  
      met 
       met
roarke    
 roarke   
  roarke  
   roarke 
    roarke
ging      
 ging     
  ging    
   ging   
    ging  
     ging 
      ging
niet      
 niet     
  niet    
   niet   
    niet  
     niet 
      niet
bepaald   
 bepaald  
  bepaald 
   bepaald
van       
 van      
  van     
   van    
    van   
     van  
      van 
       van
leien     
 leien    
  leien   
   leien  
    leien 
     leien
dakje     
 dakje    
  dakje   
   dakje  
    dakje 
     dakje
andere    
 andere   
  andere  
   andere 
    andere
kant      
 kant     
  kant    
   kant   
    kant  
     kant 
      kant
veel      
 veel     
  veel    
   veel   
    veel  
     veel 
      veel
slechter  
 slechter 
  slechter
uitgepakt 
 uitgepakt
voor      
 voor     
  voor    
   voor   
    voor  
     voor 
      voor
rechter   
 rechter  
  rechter 
   rechter
harold    
 harold   
  harold  
   harold 
    harold
wainger   
 wainger  
  wainger 
   wainger
zijn      
 zijn     
  zijn    
   zijn   
    zijn  
     zijn 
      zijn
midden    
 midden   
  midden  
   midden 
    midden
ijsbaan   
 ijsbaan  
  ijsbaan 
   ijsbaan
bij       
 bij      
  bij     
   bij    
    bij   
     bij  
      bij 
       bij
center    
 center   
  center  
   center 
    center
gedumpt   
 gedumpt  
  gedumpt 
   gedumpt
hij       
 hij      
  hij     
   hij    
    hij   
     hij  
      hij 
       hij
lag       
 lag      
  lag     
   lag    
    lag   
     lag  
      lag 
       lag
rug       
 rug      
  rug     
   rug    
    rug   
     rug  
      rug 
       rug
waardoor  
 waardoor 
  waardoor
glazige   
 glazige  
  glazige 
   glazige
blik      
 blik     
  blik    
   blik   
    blik  
     blik 
      blik
gericht   
 gericht  
  gericht 
   gericht
kerstboom 
 kerstboom
symbool   
 symbool  
  symbool 
   symbool
new       
 new      
  new     
   new    
    new   
     new  
      new 
       new
york      
 york     
  york    
   york   
    york  
     york 
      york
wilde     
 wilde    
  wilde   
   wilde  
    wilde 
     wilde
uitdragen 
 uitdragen
naakte    
 naakte   
  naakte  
   naakte 
    naakte
begon     
 begon    
  begon   
   begon  
    begon 
     begon
al        
 al       
  al      
   al     
    al    
     al   
      al  
       al 
        al
kleuren   
 kleuren  
  kleuren 
   kleuren
volle     
 volle    
  volle   
   volle  
    volle 
     volle
lokken    
 lokken   
  lokken  
   lokken 
    lokken
altijd    
 altijd   
  altijd  
   altijd 
    altijd
waren     
 waren    
  waren   
   waren  
    waren 
     waren
geweest   
 geweest  
  geweest 
   geweest
grove     
 grove    
  grove   
   grove  
    grove 
     grove
wijze     
 wijze    
  wijze   
   wijze  
    wijze 
     wijze
afgesneden
gezicht   
